MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,ZeroCrossings_1,SpectralContrast_1,SpectralContrast_2,SpectralContrast_3,SpectralContrast_4,SpectralContrast_5,SpectralContrast_6,SpectralContrast_7
-335.8837,35.593582,4.479401,128.66603,-31.156216,16.785217,-5.110779,11.668907,-36.642822,-10.673527,7.153068,-13.603996,13.475599,-7.9413977,4.234281,6.8032684,1.9621819,-13.910063,3.0815787,-6.1102657,16.568806,16.568806,16.568806,16.568806,16.568806,-8.606399,-7.056892,-9.01003,1.4924146,-0.8316207,1.2642616,1.9159257,3.4445906,0.05090681,-0.42477208,-0.2569428,-0.2569428,-0.2569428,-0.2569428,-0.2569428,0.05727582,0.040595494,0.05073713,0.11409603,0.15634826,0.20286185,0.33262873,0.7554186,1.0,0.6886825,0.167093,0.04238504,0.2158203125,35.237787442441984,19.62003670495876,23.858620352967534,16.455302884458753,25.66681085875484,16.73997024983173,72.64357345125933
-322.94724,50.025486,5.694522,119.899796,-40.377968,7.738313,-9.378843,9.666222,-37.560368,-7.379011,8.945228,-12.469225,11.597166,-10.981417,1.0047401,1.211692,1.074988,-12.098454,8.208914,-7.5795507,14.636024,14.636024,14.636024,14.636024,14.636024,-9.1475115,-6.021175,-7.3320446,2.7813473,-0.16193649,1.2136046,1.2887388,2.7653394,-0.4286514,-0.17806986,0.12050187,0.12050187,0.12050187,0.12050187,0.12050187,0.061884485,0.07493158,0.1003003,0.1382998,0.1203906,0.16352314,0.28441593,0.7158836,1.0,0.5959485,0.16560405,0.05794581,0.20361328125,23.56158281032064,9.411413323107396,16.09356315128675,13.97777819022011,23.568574233437587,18.11429470722182,73.79784396522231
-283.95435,107.96039,-7.809618,81.652145,-43.302467,-5.5099826,-22.708933,-5.6707487,-36.003983,-8.138169,1.2383142,-11.089592,12.539126,-10.3862705,5.181389,-6.9673395,-9.561908,-8.54445,6.764168,-15.948075,8.899121,8.899121,8.899121,8.899121,8.899121,-11.717159,-3.645717,-4.2649336,4.2009106,1.877394,3.192492,2.0862393,1.9645044,-0.552317,-0.1840716,-0.7969744,-0.7969744,-0.7969744,-0.7969744,-0.7969744,0.077013716,0.21171865,0.912028,0.53377813,0.13291931,0.25489095,0.53478336,1.0,0.8598861,0.4492337,0.27491975,0.1582728,0.15771484375,45.63961460660904,10.451164571716497,17.85158171143437,20.747955183648852,18.218714407411902,20.529829907306357,69.70056114856497
-278.75702,136.35805,-29.948332,66.47395,-33.579784,-25.729797,-14.334724,-16.124876,-32.128174,-3.0891411,-7.8655953,-1.6851101,10.703615,-15.564487,6.7058835,-11.256315,-13.803194,-3.6787848,2.7794566,-16.297981,7.8015013,7.8015013,7.8015013,7.8015013,7.8015013,-11.838015,-1.7975032,-2.800097,4.587361,2.8153062,2.8818533,2.1599154,1.0676997,-0.72185856,-0.13510437,-1.3160272,-1.3160272,-1.3160272,-1.3160272,-1.3160272,0.028674575,0.3328163,1.0,0.3136662,0.026603019,0.089888394,0.3971133,0.6331419,0.301122,0.11204292,0.053779345,0.03477344,0.10302734375,30.426899596863223,15.677939353960959,23.105147309185046,19.145212004797372,15.86805620095056,22.44246534231414,65.74169682955373
-289.12537,137.34,-41.862488,62.13057,-31.777683,-40.27719,-8.334879,-12.993941,-21.198618,5.2514067,-8.60305,7.328887,11.466099,-20.169775,2.6348433,-15.261963,-12.407812,-3.051131,3.2988572,-10.039682,9.7558775,9.7558775,9.7558775,9.7558775,9.7558775,-9.886149,0.18069404,-1.1914896,5.558373,3.217897,1.4959717,0.52758473,-0.5233293,-1.6439565,-0.43954057,-1.2463561,-1.2463561,-1.2463561,-1.2463561,-1.2463561,0.17602125,1.0,0.9486073,0.16103113,0.026699357,0.2456004,0.65940213,0.395256,0.10233628,0.053741734,0.032793,0.01978453,0.0537109375,27.197347286863177,17.1352285788506,17.94454841324675,14.352161708271618,19.626155316548775,27.046915633168076,67.4498771375226
-298.30835,147.2861,-38.328438,60.222256,-25.603241,-45.678314,-4.724541,-12.408857,-17.090202,4.4360704,-12.418907,14.429908,12.527482,-19.649618,1.6910527,-19.692778,-16.39538,-5.7078032,0.8892404,-10.591795,10.118249,10.118249,10.118249,10.118249,10.118249,-10.534482,-0.22374831,-0.9292214,5.571729,3.570328,1.2194883,0.066384934,-1.257781,-2.193112,-1.0844904,-2.086739,-2.086739,-2.086739,-2.086739,-2.086739,0.6780179,0.8585321,0.22690803,0.1186124,0.41138548,1.0,0.68900275,0.13769302,0.03675435,0.044238973,0.04435802,0.17432547,0.052734375,33.33359283738304,20.750772656704946,18.694252156332794,10.71594577350412,15.907455278741198,28.197460995734687,65.18664319182308
-311.97614,158.703,-28.426811,56.744896,-17.451157,-45.83103,-2.1337063,-11.075827,-13.273724,0.14851004,-19.027264,17.281734,10.265932,-20.512955,-0.7818914,-18.383385,-13.506441,-6.218627,-0.98904765,-12.336121,10.591391,10.591391,10.591391,10.591391,10.591391,-11.818045,-1.4846816,-1.3626983,4.627398,3.1572134,0.6884735,-0.06307449,-0.9638417,-1.5214024,-0.72938997,-2.2728708,-2.2728708,-2.2728708,-2.2728708,-2.2728708,0.4256466,0.17504,0.1831785,0.6099848,1.0,0.944581,0.47493222,0.11050158,0.020727178,0.0353721,0.11704188,0.3232234,0.05126953125,30.61102435474585,18.230262831069446,13.683042250913301,15.633037103971715,17.12468240878017,28.65199436700045,65.33203101953666
-336.65118,161.78757,-23.458942,48.18563,-3.9135303,-37.231575,-0.890077,-10.437385,-3.8719301,1.2097819,-24.557787,12.801612,5.263671,-20.357212,-3.1247451,-16.439154,-8.575738,-4.342444,-5.444827,-15.855087,12.902712,12.902712,12.902712,12.902712,12.902712,-11.629544,-1.9740922,-2.1594665,2.5186687,1.8625139,-0.14725205,-0.5846342,-1.0342463,-0.6855451,0.020981876,-2.0028958,-2.0028958,-2.0028958,-2.0028958,-2.0028958,0.052133776,0.13239743,0.6787795,1.0,0.4546477,0.17876606,0.19911839,0.08923778,0.013667618,0.05397157,0.11573719,0.0744165,0.04345703125,37.710278931107744,21.917502499909254,13.418646153164477,17.29775873955473,18.89928864317757,27.837637855455327,64.94261951921031
-371.1578,160.5679,-11.134384,38.146988,7.4636364,-23.684895,-3.4734623,-16.178007,-1.7500675,4.877095,-23.733488,1.678586,0.3116212,-22.115463,-8.908233,-12.208677,-8.597163,-3.0528467,-5.643248,-14.065905,15.01472,15.01472,15.01472,15.01472,15.01472,-11.90329,-2.6854436,-3.0102935,0.46695718,0.52271235,-0.64377636,-0.5922864,-1.213154,-0.38841957,0.83759797,-0.70677114,-0.70677114,-0.70677114,-0.70677114,-0.70677114,0.048771363,0.40204465,1.0,0.39285353,0.10276128,0.054495335,0.07315263,0.037804127,0.0139085045,0.0314942,0.019145465,0.012614263,0.0322265625,26.260132517663422,23.95151171073004,11.947018726230024,17.07430550404991,16.56830209145138,26.374930617174982,63.58591005667304
-408.139,161.08365,10.027317,29.582329,17.742817,-9.410173,-4.5752506,-14.292848,-2.6379027,3.6361732,-15.469451,-0.24899434,1.6757779,-20.586723,-14.643393,-7.1831694,-8.545235,-4.704932,-2.495668,-8.273285,17.127954,17.127954,17.127954,17.127954,17.127954,-12.964233,-3.7578275,-3.182201,-0.6774,-0.17828259,-0.90686667,-0.647972,-1.2462162,-0.7129882,0.5248141,-0.112495996,-0.112495996,-0.112495996,-0.112495996,-0.112495996,0.23450749,0.873757,1.0,0.4221071,0.18065275,0.1358728,0.08067091,0.015323246,0.019505018,0.016435737,0.0070953774,0.029533654,0.03173828125,30.621102497294718,17.290536217076934,11.619032217613487,15.144304389706068,18.195671313261304,23.92712981106107,62.27431329134959
-447.99374,148.30283,27.636751,29.012959,23.888939,-0.785519,-5.7893476,-8.873217,-3.9274526,-6.4579954,-7.627735,9.489874,3.3705776,-15.692318,-11.180518,-6.7408977,-9.967201,-4.91265,-1.4194846,-6.948669,20.134773,20.134773,20.134773,20.134773,20.134773,-13.653109,-5.1865215,-3.0354238,-0.875147,0.0146413045,-0.19130094,-0.34500423,-0.95492435,-0.7974943,-0.6016451,-0.95586175,-0.95586175,-0.95586175,-0.95586175,-0.95586175,1.0,0.83005047,0.41489264,0.18776573,0.31756872,0.38398966,0.22081913,0.03516266,0.022959493,0.024370527,0.024708057,0.22960697,0.03076171875,24.438673142922077,17.67044703607014,16.169938562085047,17.880810445339357,16.483774897055703,22.45843631415282,59.76150202717582
-479.82074,133.26572,37.636627,32.577938,31.820103,2.7188704,-8.906091,-8.531819,-10.783686,-11.568724,-6.467702,5.2884893,6.8402405,-5.7815714,-11.287942,-8.400885,-7.7121835,-4.6238937,-2.5865104,-6.6509867,22.130184,22.130184,22.130184,22.130184,22.130184,-14.12574,-6.7552595,-4.2412333,-1.5061786,0.75323045,0.8471401,0.39822027,0.017983086,-0.35768425,-0.7656091,-1.1691173,-1.1691173,-1.1691173,-1.1691173,-1.1691173,0.93222255,1.0,0.45008764,0.2785267,0.2544727,0.3997974,0.34853297,0.08693284,0.05646977,0.071327806,0.08999473,0.4718942,0.03076171875,25.006697461544785,19.11013504090372,21.14212209675102,12.857891706083814,15.082546756474999,18.289017924758262,57.40426947355424
-499.83652,128.32434,51.19017,30.277721,23.744684,0.64840466,-10.015693,-6.899037,-7.0198827,-6.9554467,-3.2250018,3.1643014,7.561404,1.009098,-8.330275,-8.144244,-6.1195135,-6.816574,-5.4614315,-4.4645786,23.559256,23.559256,23.559256,23.559256,23.559256,-13.731053,-6.6406126,-3.3595772,-0.7276743,1.3015937,1.1624733,0.29672486,-0.20551108,-0.7772803,-1.2567254,-1.3837435,-1.3837435,-1.3837435,-1.3837435,-1.3837435,0.42239818,0.5415558,0.36595955,0.73925334,1.0,0.99444294,0.7382462,0.21741548,0.11781177,0.1257215,0.27041647,0.58374584,0.0302734375,23.636371293969887,11.284689158984989,15.76125798423218,13.083733304776084,15.676682932112508,18.319989952840306,56.337289486577355
-515.08234,118.59563,52.662193,26.913254,21.01645,3.197926,-10.400694,-8.174397,-4.719847,-4.1716075,2.0012264,10.664253,10.176846,0.1603034,-7.7644124,-8.01717,-5.87456,-4.79134,-4.3138914,-4.2930484,25.188313,25.188313,25.188313,25.188313,25.188313,-12.746792,-5.9790564,-2.1849983,0.13078651,1.5663418,1.3363079,0.13891092,-0.7698461,-1.3568399,-1.8651255,-1.8552475,-1.8552475,-1.8552475,-1.8552475,-1.8552475,0.6810248,0.5901453,0.5094352,0.5720279,0.64052564,0.93335944,1.0,0.43735188,0.15451878,0.19264263,0.52543,0.78766197,0.029296875,19.512670617857147,10.539221469623714,11.963157428896174,13.438895150151216,18.28384352842689,16.027059561589596,56.14429637780364
-523.58673,114.04413,55.22004,24.057203,14.725956,2.2756553,-7.6294436,-6.126954,-2.7587097,-0.73399115,6.0057383,11.1696415,5.269376,-4.904373,-8.884817,-7.986598,-5.6956177,-1.363912,1.7183372,-0.45991462,26.255306,26.255306,26.255306,26.255306,26.255306,-11.929541,-5.2433786,-1.3143243,0.3586494,0.88889974,0.4434342,-0.58156705,-1.3226763,-1.501507,-1.3293746,-0.78168696,-0.78168696,-0.78168696,-0.78168696,-0.78168696,0.7565057,0.49810228,0.35827425,0.47845992,0.5367484,0.9118529,1.0,0.4162523,0.12580906,0.25262046,0.2619357,0.5913474,0.02734375,20.71026490660012,9.521135320689135,12.186805665226036,13.956797966607127,13.704677266302557,17.712190169505636,55.48033530901779
-525.2051,116.43477,63.553017,29.711666,14.312137,1.8989677,-4.7084217,-3.3816078,-1.1805825,1.6834929,7.3084106,10.067926,7.380185,3.3656282,-1.613897,-7.5727873,-7.823077,-0.5084644,4.338704,0.80357677,26.205221,26.205221,26.205221,26.205221,26.205221,-12.306884,-5.7554827,-1.6081542,0.43129724,1.2920088,0.96876293,-0.24381027,-1.3147622,-1.64063,-1.4158823,-1.0023202,-1.0023202,-1.0023202,-1.0023202,-1.0023202,0.65400285,0.8826272,0.68057305,0.388352,0.47440672,0.93367094,1.0,0.37762842,0.24350573,0.4785262,0.36304787,0.5482494,0.02685546875,20.627635728174806,12.818430097072147,14.505032698928801,16.158429502453373,16.272280850094624,17.087106348405552,55.19356659624614
-534.91766,108.8488,63.398453,28.381802,12.536037,4.820849,-1.7737031,-5.797297,-4.0849943,3.7452526,12.341525,15.00466,12.302149,8.512015,2.8578947,-4.93451,-7.6822486,-1.8660319,3.3946762,0.3041727,27.091452,27.091452,27.091452,27.091452,27.091452,-11.758875,-5.3666263,-0.9759098,1.1231481,1.9170443,1.7581336,0.5628994,-1.0981369,-2.1973176,-2.3302464,-1.94701,-1.94701,-1.94701,-1.94701,-1.94701,0.52006996,0.90631354,0.8906404,0.6053553,0.721715,0.9425628,0.74850696,0.27664188,0.38721636,1.0,0.41025072,0.37176767,0.02880859375,30.971738403302155,9.572066351302503,23.03862542276126,12.055156606021745,16.68538857109121,16.651765300488538,55.968883421074416
-539.76886,104.718185,63.123814,28.142994,10.534819,2.079228,-4.8060684,-8.675923,-5.8807955,2.7143207,11.563406,14.818607,11.406471,5.0604553,-0.47159854,-3.4888773,-3.0037003,-0.039762735,1.2091446,-1.7757921,27.224106,27.224106,27.224106,27.224106,27.224106,-11.733467,-5.435234,-0.8336054,1.4305657,2.0832632,1.7537639,0.69185185,-0.6821562,-1.7201782,-2.0560305,-1.8283685,-1.8283685,-1.8283685,-1.8283685,-1.8283685,0.29366833,0.21483585,0.21193826,0.3146559,0.23061647,0.17417559,0.13985905,0.13025843,0.3390197,1.0,0.3514959,0.20500267,0.0263671875,17.786750532481243,12.65309821838133,17.28143660994555,13.526451632024965,14.754878186984875,14.963020804351316,56.81955399518778
-541.43695,104.420135,65.893745,30.810986,11.076977,2.1723795,-3.1966538,-6.6264544,-6.518163,-2.1482723,4.832986,10.342886,10.458555,5.3535047,-0.73845243,-3.6825588,-2.4562895,0.6880292,1.7172072,-1.4315172,27.3286,27.3286,27.3286,27.3286,27.3286,-12.210964,-6.4518323,-1.8761197,0.7095882,1.649666,1.5369546,0.82906395,-0.07479371,-0.8295086,-1.2715573,-1.4061741,-1.4061741,-1.4061741,-1.4061741,-1.4061741,0.29734004,0.22334568,0.17543483,0.18536837,0.17425741,0.15519734,0.13078737,0.13402586,0.39917108,1.0,0.35882476,0.22429122,0.0302734375,20.791882381933192,10.058196749766738,15.380513200590014,13.47806243341082,14.85405616515466,14.627713157352101,56.66505246255327
-545.4079,99.301636,62.175095,29.521675,12.907112,5.6641717,-1.0387747,-6.2644095,-5.070897,1.3652472,6.874324,8.266489,7.1546373,5.223529,2.354687,-0.5053729,-0.83081436,1.6662639,3.6456032,2.362749,28.23941,28.23941,28.23941,28.23941,28.23941,-11.316693,-5.8926163,-1.9291513,0.13754845,1.0637447,1.3231663,0.8884963,-0.012229389,-0.7375837,-0.9069227,-0.74070156,-0.74070156,-0.74070156,-0.74070156,-0.74070156,0.3731354,0.44798774,0.26317608,0.18154834,0.1827884,0.2485074,0.28120878,0.20296593,0.44877103,1.0,0.5051021,0.4216375,0.03076171875,19.694029509721013,11.507242280914168,17.76909436141186,13.854558144037107,14.55456494951127,15.979415797297865,55.87909052772134
-547.012,99.24736,66.173706,34.712986,15.002897,3.4716878,-4.8936143,-8.5344925,-5.0528855,1.6893162,5.2104836,4.4011707,3.2803576,3.880351,3.8246207,1.3833673,-1.1266651,-0.9699935,0.7213624,0.85481954,27.851917,27.851917,27.851917,27.851917,27.851917,-11.83839,-6.5840273,-2.5724752,-0.22782843,1.0381877,1.5249302,1.1459317,0.19157483,-0.58566713,-0.7563501,-0.6085728,-0.6085728,-0.6085728,-0.6085728,-0.6085728,0.559385,0.643319,0.41936752,0.29175684,0.27083567,0.3636458,0.49054122,0.32289812,0.58982414,1.0,0.49732375,0.38386714,0.02587890625,34.35498525772345,12.539533452426316,25.653684924898418,9.799298939484125,14.836234963504882,15.216776290999665,54.97736037775479
-547.5845,99.975815,68.92375,36.04413,12.201986,-1.2984246,-6.755018,-5.500389,0.08661616,4.977871,5.563349,3.583025,3.076717,4.3960896,4.179782,0.9917728,-2.2464452,-2.5140295,-0.8004526,-0.07709733,28.092594,28.092594,28.092594,28.092594,28.092594,-11.475821,-6.2512183,-2.1727684,0.2209711,1.2652804,1.3002332,0.5766325,-0.38741016,-0.9579404,-0.9632835,-0.7753077,-0.7753077,-0.7753077,-0.7753077,-0.7753077,0.6635904,0.6511819,0.43759146,0.5035075,0.50210935,0.44547242,0.604259,0.69674915,0.94237524,1.0,0.6343329,0.48251662,0.02783203125,21.564580460991138,9.312995041604205,12.499540943193963,12.648340116770285,14.30505236911937,15.6851803442161,55.39022757832854
-550.253,96.347046,65.87837,34.171776,11.719406,-1.1222655,-7.4191008,-8.114155,-3.9695852,1.5297776,4.6627245,5.3355017,5.834035,6.590606,5.7702236,2.8630621,0.04801526,-0.84181815,-0.71148336,-1.3005482,28.16435,28.16435,28.16435,28.16435,28.16435,-11.542055,-6.352641,-2.129359,0.49399,1.7690419,2.0047424,1.407021,0.3923393,-0.47232002,-0.9221396,-1.1127969,-1.1127969,-1.1127969,-1.1127969,-1.1127969,0.79105103,0.49843293,0.3656956,0.26445618,0.3563461,0.48381838,0.45110166,0.3300753,0.37641996,0.5315252,0.7427849,1.0,0.02587890625,23.37155612279377,8.501375635936663,15.123223468283552,14.007694169790465,14.408954277383984,15.571211109227175,56.04911057230798
-547.91296,96.19011,60.231697,28.357494,10.689703,1.5501852,-5.5132704,-10.120159,-9.933411,-5.3926945,0.91113186,6.044994,7.940197,6.350953,2.6178446,-1.1326635,-2.4444625,-0.44493705,1.9978565,1.2581549,27.911503,27.911503,27.911503,27.911503,27.911503,-11.83308,-6.5241566,-2.2815268,0.33437786,1.7123054,2.152045,1.7353351,0.7742545,-0.16589035,-0.7229305,-0.9271411,-0.9271411,-0.9271411,-0.9271411,-0.9271411,0.5759687,0.4477824,0.43810293,0.526576,0.44139516,0.2710054,0.16969389,0.12614587,0.11630807,0.19184418,0.97655207,1.0,0.0263671875,22.483124614322342,9.18912834603991,18.10151936224495,11.948491012371143,18.42041263525508,16.06656958147468,55.71405492022393
-547.56726,95.231636,57.01972,25.46215,10.4258995,2.4520128,-6.4153285,-12.213575,-9.501743,-1.5001049,4.8278174,7.763788,9.635633,9.946325,5.8084087,-0.9281497,-3.1423788,1.8217753,6.6943793,3.8624735,28.00077,28.00077,28.00077,28.00077,28.00077,-11.3114,-5.736254,-1.6429725,0.76623374,2.206907,2.7152216,1.9795473,0.5216174,-0.5305695,-0.7798382,-0.8271485,-0.8271485,-0.8271485,-0.8271485,-0.8271485,0.38083088,0.28046253,0.3130817,0.44651538,0.23083857,0.07563252,0.06564696,0.09143963,0.08854917,0.14473286,1.0,0.7513376,0.0341796875,40.74315381252164,9.234446825812185,22.56572670683373,14.815966784853543,15.559082760226985,16.87951998775531,54.81617636306542
-544.793,98.46248,60.303474,30.37193,14.247834,0.96113026,-12.215086,-17.593216,-12.230139,-2.4141629,4.8042493,8.194303,10.543303,12.327177,9.916562,2.634978,-2.768461,-1.040464,2.556412,0.17526037,26.793943,26.793943,26.793943,26.793943,26.793943,-12.391677,-6.531091,-2.0634484,0.9349852,3.0391462,3.9073853,3.04291,1.1225272,-0.48281208,-1.2168562,-1.5909524,-1.5909524,-1.5909524,-1.5909524,-1.5909524,0.2710238,0.16450357,0.16943064,0.15109476,0.08870871,0.058382686,0.08947028,0.085188925,0.03611914,0.081090316,1.0,0.9898208,0.0361328125,22.38260507964048,10.19929141922022,24.57558253659105,15.926767094659532,17.706305248262886,14.383048142657056,55.73612221181214
-538.00494,105.80334,63.29713,30.898748,15.348206,3.7060692,-10.136518,-19.49318,-17.379765,-6.4129047,3.5563962,7.0811934,8.284472,11.008872,11.470804,6.320594,-0.2297976,-2.7407622,-1.7689751,-1.4057472,25.54252,25.54252,25.54252,25.54252,25.54252,-13.619404,-7.325885,-2.6354473,0.3722757,2.6426516,4.045967,3.8229737,2.109281,0.08325202,-1.2080696,-1.7217996,-1.7217996,-1.7217996,-1.7217996,-1.7217996,0.29857022,0.23948468,0.11460802,0.13319682,0.087375775,0.119849436,0.25051323,0.15656398,0.0633121,0.08651228,0.9207303,1.0,0.03515625,20.294940129529117,8.508846284200192,23.368887400531523,10.080790474498556,16.016978697370533,16.083083918853358,56.04975892764217
-539.1834,104.92675,63.532387,30.771612,14.529444,4.7338386,-5.70063,-14.247325,-14.258404,-5.0222254,4.219181,6.485644,6.3822746,8.597082,9.1728325,5.448488,1.0060444,-2.0029712,-4.1289225,-5.1953936,26.294567,26.294567,26.294567,26.294567,26.294567,-13.05727,-7.019853,-2.6024094,0.028857691,1.8607535,3.0136049,2.9746444,1.741478,0.052564222,-1.2126552,-1.793744,-1.793744,-1.793744,-1.793744,-1.793744,0.45555404,0.4982495,0.120487794,0.11380881,0.090745755,0.19256109,0.36828545,0.3649908,0.34286702,0.22476298,1.0,0.7887572,0.033203125,21.15232312124878,15.315939657263886,20.50262063620169,14.378348424523258,15.069784476913526,16.23746955003115,32.1177937044262
-549.3102,95.99774,64.28006,35.208538,16.070366,4.113654,-4.304529,-10.620604,-11.808874,-4.7826395,5.085452,9.519837,8.637113,6.733288,4.394972,1.8773396,0.5453586,-0.8856136,-3.0726347,-3.5603511,27.698103,27.698103,27.698103,27.698103,27.698103,-12.390358,-7.120745,-2.6834412,0.18505771,1.7746445,2.3675687,2.086447,1.0871559,-0.29265523,-1.4148026,-1.7756236,-1.7756236,-1.7756236,-1.7756236,-1.7756236,0.5372905,0.39008266,0.12316402,0.10430487,0.16815263,0.2929595,0.27891392,0.5290328,0.79776573,0.49144998,1.0,0.6881505,0.02197265625,15.903432979187638,12.599975936096941,19.7064693640991,11.346698395993837,14.068073207848386,13.037511007418285,21.19469637362484
